FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
310	Boter ongezouten	Butter unsalted	A0148 A0702 A0809 B1201 C0179 E0119 F0018 G0003 H0001 J0135 K0003 M0173 N0001 P0024 P0078 Z0200	
2295	Boterproduct 25% vet	Spread based on butter 25% fat	A0148 A0702 A0808 B1201 C0179 E0119 F0018 G0003 H0001 J0135 K0003 M0172 N0001 P0024 Z0185 Z0203	
1530	Boterproduct halfvolle	Butter product half fat	A0148 A0702 A0808 B1201 C0179 E0119 F0018 G0003 H0247 J0135 K0003 M0001 N0001 P0024 Z0197 Z0203	
1528	Bouillon van blokje bereid	Stock from cube prepared	A0243 A0709 A0842 B1161	
429	Bouillonblokje	Stock cubes	A0856 B1347	
842	Bouillonpoeder	Stock powder	A0856 B1347	
1883	Bouillonpoeder Na-	Stock powder low sodium	A0856 B1347	
526	Bounty	Bounty candybar	A0288 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0158 H0184 H0340 H0355 J0001 K0003 M0001 N0003 P0024	
157	Bramen	Blackberries	A0143 A0707 A0833 B1231 C0137 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
391	Brandewijn	Brandy	A0200 A0713 A0850 B1329 C0140 E0123 F0014 G0003 H0232 H0270 J0001 K0003 M0130 N0040 P0024	
2311	Breezer	Breezer	A0851 B1217	
920	Broccoli gekookt	Broccoli boiled	A0152 A0705 A0825 B1443 C0144 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
921	Broccoli rauw	Broccoli raw	A0152 A0705 A0825 B1443 C0144 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
384	Bronwater Appolinaris	Mineral water carbonated Appolinaris	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
2074	Bronwater Bar le Duc	Mineral water carbonated Bar le Duc	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
1131	Bronwater Chaudfontaine	Mineral water carbonated Chaudfontaine	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
397	Bronwater Ems		A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
398	Bronwater Evian	Mineral water carbonated Evian	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
747	Bronwater gemiddeld	Mineral water carbonated average	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
2141	Bronwater m zoetstoffen Spa&Fruit light clear	Water w sweetners Spa&Fruit light clear	A0112 A0709 A0842 B1288	
406	Bronwater Perrier	Mineral water carbonated Perrier	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
1968	Bronwater Sourcy	Mineral water carbonated Sourcy	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
411	Bronwater Spa	Mineral water carbonated Spa	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
418	Bronwater Vichy	Mineral water carbonated Vichy	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
419	Bronwater Victoria	Mineral water carbonated Victoria	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
420	Bronwater Vittel	Mineral water carbonated Vittel	A0112 A0709 A0842 B1288 C0005 E0123 F0003 G0003 H0001 J0001 K0003 M0194 N0001 P0024	
2277	Brood Blue Band Goede Start	Bread Blue Band Goede Start	A0178 A0691 A0817 B1312	
565	Brood geroosterd toast	Toast	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 G0010 H0152 H0184 H0221 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
2274	Brood gluten- en tarwezetmeelvrij Glutafin Sorgente	Bread wheat starch free Glutafin	A0178 A0691 A0869 B1312	
2115	Brood glutenvrij Glutafin Sorgente	Bread loaf glutenfree Glutafin	A0178 A0691 A0869 B1312	
233	Brood krenten-	Currant bread	A0178 A0691 A0821 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0364 H0753 J0003 K0003 M0001 N0001 P0024	
1459	Brood krenten- volkoren	Currant bread wholemeal	A0178 A0691 A0821 B1312 C0133 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0364 H0753 J0003 K0003 M0001 N0001 P0024	
241	Brood melkwit-	Bread white made up with milk	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 H0152 H0184 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024	
249	Brood mout- Tarvo	Bread wheat malt Tarvo	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0753 H0755 J0003 K0003 M0001 N0001 P0024	
242	Brood rogge- donker	Rye bread dark	A0178 A0691 A0819 B1313 C0133 E0147 F0014 G0005 H0152 H0259 J0003 K0003 M0001 N0001 P0024	
1011	Brood rogge- donker Na-	Rye bread dark low sodium	A0178 A0691 A0819 B1313 C0133 E0147 F0014 G0005 H0152 H0259 J0003 K0003 M0001 N0001 P0024 P0077	
1395	Brood rogge- gemiddeld	Rye bread average	A0178 A0691 A0817 B1313 C0155 E0147 F0014 G0005 H0152 H0259 H0752 H0753 J0003 K0003 M0001 N0001 P0024	
243	Brood rogge- licht	Rye bread light	A0178 A0691 A0818 B1313 C0208 E0147 F0014 G0005 H0152 H0259 H0752 H0753 J0003 K0003 M0001 N0001 P0024	
244	Brood rozijnen-	Bread raisin	A0178 A0691 A0821 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0364 H0753 J0003 K0003 M0001 N0001 P0024	
236	Brood tarwe-	Bread brown wheat	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024	
1017	Brood tarwerogge volkoren	Bread wheat/rye wholemeal	A0178 A0691 A0817 B1312 C0133 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0337 H0753 J0003 K0003 M0001 N0001 P0024	
246	Brood volkoren-	Bread brown wholemeal	A0178 A0691 A0817 B1312 C0133 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024	
248	Brood wit-	Bread white made up with water	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024	
239	Brood wit merk		A0178 A0691 A0817 B1312	
1361	Brood wit- Turks	Bread white Turkish	A0178 A0691 A0817 B1312 C0208 E0147 F0014 G0005 H0152 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024 R0403	
464	Broodbeleg zoet gemiddeld	Sandwich filling sweet averaged	A0698 A0835 B1012	
1914	Brooddeeg (bodem voor pizza/hartige taart)	Dough for bread pizza and savoury pie	A0178 A0691 A0817 B1312 C0208 E0151 F0014 G0005 H0152 H0221 H0256 H0259 H0753 J0003 K0003 M0001 N0001 P0024	
250	Broodje amandel-	Almond filled pastry	A0695 A0821 B1312	
232	Broodje koffie-	Iced buns	A0178 A0691 A0818 B1312	
230	Broodje luxe- witte	Roll white soft	A0178 A0691 A0818 B1312 C0208 E0147 F0014 G0005 H0152 H0184 H0221 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
1945	Broodje pudding-	Roll with pudding	A0178 A0691 A0818 B1312	
266	Broodje saucijzen-	Sausage rolls puff pastry spiced	A0695 A0821 B1312	
901	Broodje worsten-	Bread roll with sausage rts	A0178 A0691 A0817 B1312	
843	Broodje worsten- diepvries bereid	Bread roll w sausage frozen rts	A0178 A0691 A0817 B1312	
2190	Brownies	Brownies	A0203 A0695 A0821 B1012 C0210 E0140 F0014 G0005 H0221 H0231 H0253 H0319 J0001 K0003 M0001 N0001 P0024 Z0111	
2163	Bugles	Crisps maize 'Bugles'	A0228 A0695 A0812 B1232	
430	Cacaopoeder	Cocoa powder	A0272 A0710 B1318 C0155 E0106 F0001 G0003 H0001 J0116 K0003 M0001 N0001 P0024 Z0089	
535	Cacaopoeder gezoet Benco	Cocoa powder sweetened Benco	A0272 A0710 B1318	
595	Cacaoproduct poeder Ovomaltine	Cocoa product powder Ovomaltine	A0272 A0710 B1318	
573	Caddy		A0835 B0001	
2162	Cafe noir	Biscuit 'Cafe noir'	A0135 A0695 A0821 B1312 C0208 E0147 F0022 G0003 H0158 H0360 J0001 K0003 M0003 N0001 P0024	
452	Cake Becel Jamin		A0210 A0695 A0821 B1312	
253	Cake eenvoudige	Cake plain	A0210 A0695 A0821 B1312 C0208 E0147 F0022 G0003 H0158 H0186 H0272 H0319 J0001 K0003 M0003 N0001 P0024	
1480	Cake Pim's orange	Cake Pimm's	A0210 A0695 A0821 B1312	
1969	Cake roomboter-	Cake prepared with butter	A0210 A0695 A0821 B1312 C0208 E0147 F0022 G0003 H0158 H0186 H0271 H0319 J0001 K0003 M0003 N0001 P0024	
392	Campari	Campari	A0713 A0851 B3324	
18	Cantharellen gekookt	Mushrooms chanterelle boiled	A0152 A0705 A0825 B1569 C0296 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
17	Cantharellen rauw	Mushrooms chanterelle raw	A0152 A0705 A0825 B1569 C0296 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1888	Carambola	Carambola	A0707 A0833 B1140	
2109	Cassave gekookt	Cassava boiled	A0706 A0829 B1352 C0240 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
667	Cassave rauw	Cassava raw	A0706 A0829 B1352 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
643	Casselerrib gerookt/gekookt	Pork side cured and smoked	A0279 A0714 A0797 B1136	
1196	Casselerrib Na- V- Nistria	Pork side cured/smoked l sodium low fat	A0279 A0714 A0797 B1136	
1197	Casselerrib Na- V- Sleegers		A0279 A0714 A0797 B1136	
133	Champignons blik/glas	Mushrooms canned	A0152 A0705 A0825 B1467 C0296 E0151 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
1394	Champignons gebakken m zout	Mushrooms fried in margarine with salt	A0152 A0705 A0825 B1467 C0296 E0151 F0014 G0025 H0173 H0221 J0001 K0003 M0001 N0001 P0024	
20	Champignons gekookt	Mushrooms boiled	A0152 A0705 A0825 B1467 C0296 E0151 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
1133	Champignons Na- blik/glas	Mushrooms low sodium canned	A0152 A0705 A0825 B1467 C0296 E0151 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024 P0077	
19	Champignons rauw	Mushrooms raw	A0152 A0705 A0825 B1467 C0296 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1595	Chili con carne bereid	Chilli con carne bean dish rts	A0704 A0831 B1567	
1823	Chili con carne diepvriesmaaltijd	Chilli con carne frozen meal	A0704 A0831 B1567	
1822	Chili con carne koelverse maaltijd	Chilli con carne cooled meal	A0704 A0831 B1567	
1221	Chilipoeder	Chilli powder	A0857 B1643	
122	Chips	Crisps	A0228 A0706 A0829 B1218 C0308 E0100 F0014 G0003 H0173 H0221 J0001 K0003 M0001 N0003 P0024	
1505	Chips light	Crisps light	A0228 A0706 A0829 B1218 C0308 E0100 F0014 G0003 H0173 H0221 J0001 K0003 M0001 N0003 P0024 P0132	
2173	Chips op basis van aardappelmeel	Crisps based on potatoflour	A0228 A0706 A0829 B1218 C0308 E0153 F0014 G0003 H0173 H0221 J0001 K0003 M0001 N0003 P0024	
1937	Chips tortilla naturel	Crisps tortilla plain	A0228 A0696 A0814 B1232 C0155 E0153 F0014 G0003 H0173 H0221 J0001 K0003 M0001 N0003 P0024	
431	Chocolade melk-	Chocolate bar milk	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0158 H0184 H0231 J0001 K0003 M0001 N0003 P0024	
1451	Chocolade melk- m hazelnoten z suiker	Chocolate bar milk w hazelnuts wo sugar	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0177 H0184 H0231 J0001 K0003 M0001 N0003 P0024 P0090	
717	Chocolade melk- m noten	Chocolate bar milk with nuts	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0158 H0177 H0184 H0231 J0001 K0003 M0001 N0003 P0024	
929	Chocolade melk- z suiker	Chocolate bar milk without sugar	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0184 H0231 J0001 K0003 M0001 N0003 P0024 P0090	
432	Chocolade pure	Chocolate bar plain	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0158 H0231 J0001 K0003 M0001 N0003 P0024	
1450	Chocolade pure z suiker	Chocolate bar plain without sugar	A0272 A0699 A0839 B1318 C0134 E0147 F0014 G0003 H0231 J0001 K0003 M0001 N0003 P0024 P0090	
2266	Chocolade witte	Chocolate bar white	A0158 A0699 A0806 B1318 C0134 E0147 F0014 G0003 H0158 H0184 J0001 K0003 M0001 N0003 P0024	
1452	Chocolade witte z suiker Ringers	Chocolate bar white without sugar	A0158 A0699 A0806 B1318	
158	Citroen	Lemon	A0143 A0707 A0833 B1275 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1127	Citroensap vers	Juice lemon	A0127 A0708 A0842 B1275 C0230 E0114 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
394	Cognac	Cognac	A0200 A0713 A0846 B1329 C0140 E0123 F0014 G0003 H0232 H0270 J0001 K0003 M0130 N0040 P0024	
1207	Corned beef Hollandse Na- Nistria		A0279 A0714 A0797 B1161	
1194	Corned beef Na- Nistria	Corned beef low sodium Nistria	A0279 A0714 A0797 B1161	
1195	Corned beef Na- Sleegers		A0279 A0714 A0797 B1161	
1173	Corned beef V-		A0279 A0714 A0797 B1161	
319	Cornedbeef	Corned beef	A0279 A0714 A0797 B1161 C0268 E0151 F0014 G0003 H0173 H0253 J0123 K0003 M0194 N0001 P0024 Z0018	
966	Courgette gekookt	Courgettes boiled	A0152 A0705 A0825 B1462 C0140 E0150 F0014 G0015 H0003 J0001 K0003 M0001 N0001 P0024 P0078	
922	Courgette rauw	Courgettes raw	A0152 A0705 A0825 B1462 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
2158	Couscous gekookt	Couscous boiled	A0125 A0696 A0822 B1079 C0132 E0147 F0014 G0036 H0138 J0116 K0003 M0001 N0001 P0024 P0078	
1889	Couscous onbereid	Couscous unprepared	A0125 A0696 A0822 B1079 C0132 E0147 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
228	Cracker cream-	Cream crackers	A0107 A0695 A0817 B1312 C0208 E0140 F0014 G0005 H0152 H0221 H0259 J0001 K0003 M0001 N0001 P0024	
1016	Cracker cream- Na-	Cream crackers low sodium	A0107 A0695 A0817 B1312 C0208 E0140 F0014 G0005 H0152 H0221 H0259 J0001 K0003 M0001 N0001 P0024 P0077	
1352	Cracker glutenvrij Glutafin Sorgente	Crackers gluten free Glutafin	A0107 A0695 A0869 B1312	
238	Cracker tea- matses	Cracker matzes	A0107 A0695 A0817 B1312 C0208 E0140 F0014 G0005 H0152 H0259 J0001 K0003 M0001 N0001 P0024	
2273	Cracker vezelrijk glutenvrij Glutafin Sorgente	Cracker rich in fibre gluten free	A0107 A0695 A0869 B1312	
2229	Cracker VitaLU gemiddeld	Cracker VitaLU average	A0107 A0695 A0817 B1312	
1312	Cracottes naturel	Crispbread Cracottes	A0107 A0695 A0817 B1312	
2230	Cracottes Vital	Crispbread Cracottes Vital	A0107 A0695 A0817 B1312	
1322	Cracottes volkoren	Crispbread wholemeal Cracottes	A0107 A0695 A0817 B1312	
159	Cranberries vers	Cranberry	A0143 A0707 A0833 B1508 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
274	Creamer koffie- Completa	Coffee creamer powder Completa	A0721 A0788 B0001	
554	Creamer koffie- Licht en Romig	Coffee creamer powder Licht en Romig	A0721 A0788 B0001	
734	Creamer koffie- pot Echt en Mager		A0721 A0788 B0001	
1472	Crème au beurre	Butter cream	A0702 A0809 B1201	
1808	Crème fraiche	Crème fraîche	A0148 A0721 A0778 B1201 C0195 E0119 F0018 G0003 H0101 J0135 K0003 M0001 N0001 P0024	
2268	Crème fraiche halfvol	Crème fraiche half fat	A0148 A0721 A0778 B1201 C0160 E0119 F0018 G0003 H0101 J0135 K0003 M0001 N0001 P0024	
878	Croissants	Croissants	A0151 A0691 A0821 B1312 C0208 E0147 F0014 G0005 H0152 H0184 H0221 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
1996	Cubitan p 100 ml Nutricia	Preparation Cubitan p 100 ml	A0723 A0869 B0001	
2262	Cuisine p 100 ml Alpro	Cuisine, cream based on veg oil	A0721 A0788 B1452	
210	Custardpoeder	Custard powder	A0693 A0813 B1232	
181	Dadels geconfijt	Dates with stones sugared	A0143 A0707 A0834 B1209 C0139 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
1887	Dadels vers	Dates fresh	A0143 A0707 A0833 B1209 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
675	Dagoeblad rauw	Dagoe leaf raw	A0705 A0825 B1566	
2248	Danoontje fruitkwark	Fromage frais w fruit Danoontje	A0101 A0721 A0783 B1201	
2249	Danoontje Start	Dessert childeren- Danoontje Start	A0721 A0778 B1201	
533	Dessert chocoroom Jolly		A0721 A0778 B1201	
1380	Dessert soja- p 100 ml Alpro	Dessert soya	A0704 A0831 B1452	
1504	Dessert yoghurt- light met zoetstof	Yoghurt dessert light w artificial sweet	A0101 A0721 A0778 B1201	
540	Dessertsaus chocolade-	Chocolate sauce for pudding	A0699 A0863 B1318	
588	Dessertsaus chocolade Heinz		A0699 A0863 B1318	
748	Dessertsaus chocolade-mokka- Teo		A0699 A0863 B1318	
587	Dessertsaus mocca-caramel Heinz		A0698 A0863 B1012	
539	Dessertsaus vruchten-	Fruit sauce for pudding Tova	A0707 A0863 B1012	
589	Dessertsaus vruchten- Teo		A0707 A0863 B1012	
1735	Dexital per 100 ml Friesland Nutrition	Modulair carbohydrate-rich prep Dexital	A0723 A0869 B0001	
1736	Dexital poeder Friesland Nutrition	Mod carbohydrate+ preparation Dexital	A0723 A0869 B0001	
1654	Diksap appel- geconcentreerd Crombach/Eko/Manna	Apple juice concentrated	A0708 A0833 B1245	
1655	Diksap geconcentreerd	Fruit juice concentrated	A0708 A0833 B1245	
2291	Diksap m vit C geconcentreerd	Fruit juice conc with added vit C	A0708 A0833 B1245	
1378	Dolma patliça gevulde aubergine Turks bereid	Dolma patliça stuffed eggplant Turkish	A0722 A0861 B0001	
1473	Donuts ongevuld	Doughnuts plain	A0691 A0821 B1312	
953	Doperwten diepvries gekookt	Peas frozen boiled	A0152 A0705 A0825 B1338 C0133 E0150 F0014 G0015 H0001 J0136 K0003 M0001 N0001 P0024 P0078	
1119	Doperwten extra fijn Na- blik/glas	Pea garden extra fine low sodium canned	A0152 A0705 A0825 B1338	
963	Doperwten gekookt	Peas fresh boiled	A0152 A0705 A0825 B1338 C0133 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024 P0078	
1139	Doperwten m wortelen diepvries onbereid	Peas and carrots frozen unprepared	A0152 A0705 A0825 B1613 C0174 E0150 F0018 G0003 H0001 J0136 K0003 M0001 N0001 P0024 P0078	
136	Doperwten met wortelen blik/glas	Peas and carrots canned	A0152 A0705 A0825 B1613 C0174 E0151 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
134	Doperwten middelfijn blik/glas	Pea garden medium canned	A0152 A0705 A0825 B1338 C0133 E0150 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
23	Doperwten rauw	Peas raw	A0152 A0705 A0825 B1338 C0133 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0001 P0024	
135	Doperwten zeer fijn blik/glas	Pea garden very fine canned	A0152 A0705 A0825 B1338 C0133 E0150 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
1115	Doperwten zeer fijn Na- blik/glas	Pea garden small low sodium canned	A0152 A0705 A0825 B1338 C0133 E0150 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024 P0077	
874	Drank melk- Tjolk	Milk drink flavoured Tjolk	A0721 A0780 B1201	
1384	Dressing 20% olie Linera	Salad dressing 20% oil Linera	A0859 B1017	
553	Dressing 40% olie Becel	Salad dressing 50% oil Becel	A0859 B1017	
844	Dressing naturel z olie Slafris	Salad dressing naturel without oil	A0859 B1217	
2189	Dreumesmelk BL p 100 ml Nestlé	Toddler milk Dreumesmelk BL p 100 ml	A0719 A0873 B0001	
2188	Dreumesmelk BL poeder Nestlé	Toddler milk BL Dreumesmelk BL powder	A0719 A0873 B0001	
2187	Dreumesmelk vanille p 100 ml Nestlé	Toddler milk vanilla Nestlé p 100 ml	A0719 A0873 B0001	
1759	Drink soja- Solini bosvruchten per 100 ml Nutricia	Soya drink forest fruit p 100 ml Solini	A0704 A0831 B1452	
1758	Drink soja- Solini naturel per 100 ml Nutricia	Soya drink natural per 100 ml Solini	A0704 A0831 B1452	
1998	Drink vruchten- Stimulance multivezel	Drink fruit Stimulance multifibre	A0709 A0842 B1140	
2051	Drinkontbijt Brinta Wake Up	Drink breakfast Brinta Wake Up	A0692 A0816 B1312	
1952	Drinkontbijt FruitStart	Drink br base fruit juice FruitStart	A0708 A0833 B1140	
2257	Drinkontbijt Goede Morgen	Breakfast drink Goede Morgen	A0721 A0783 B1201	
2035	Drinkontbijt Goede Morgen naturel Mona	Drink br Goede Morgen naturel Mona	A0721 A0783 B1201	
2034	Drinkontbijt Goede Morgen sinaasappel gst Mona	Drink br Goede Morgen orange no ad sugar	A0721 A0783 B1201	
2080	Drinkontbijt Hero FruitOntbijt m Calcium p 100 ml	Breakfast drink Fruitontbijt with Ca	A0708 A0833 B1140	
2079	Drinkontbijt Hero FruitOntbijt p 100 ml	Breakfast drink Fruitontbijt p 100 ml	A0708 A0833 B1140	
438	Drop		A0204 A0698 A0835 B2048	
521	Drop dubbelzoute	Liquorice Dutch type double salted	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0367 H0380 J0001 K0003 M0003 N0001 P0024	
751	Drop Engelse	Liquorice English type	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0340 H0380 J0001 K0003 M0003 N0001 P0024	
1389	Drop gemiddeld	Liquorice Dutch type average	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0367 H0380 J0001 K0003 M0003 N0001 P0024	
519	Drop Topdrop	Liquorice Dutch type Topdrop	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0367 H0380 J0001 K0003 M0003 N0001 P0024	
522	Drop zoete	Liquorice Dutch type sweet	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0367 H0380 J0001 K0003 M0003 N0001 P0024	
520	Drop zoute	Liquorice Dutch type salted	A0204 A0698 A0835 B2048 C0174 E0152 F0022 G0003 H0158 H0367 H0380 J0001 K0003 M0003 N0001 P0024	
160	Druiven witte/blauwe m schil	Grapes white/black with skin	A0143 A0707 A0833 B1329 C0137 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1370	Druivenblad glas	Grape leaf glass	A0143 A0707 A0833 B1329 C0200 E0150 F0014 G0015 H0003 J0123 K0017 M0194 N0001 P0024	
1931	Easytal instant poeder Friesland Nutrition	Thickening agent Easytal instant powder	A0723 A0869 B0001	
106	Eend rauw	Duck whole raw	A0273 A0715 A0795 B1316 C0175 E0131 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
723	Eetburger bereid		A0793 B1297	
1314	Ei kippen- gebakken	Eggs chicken fried in margarine	A0261 A0718 A0790 B1713 C0225 E0139 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024	
84	Ei kippen- gekookt	Eggs chicken boiled	A0261 A0718 A0790 B1713 C0225 E0139 F0014 G0016 H0003 J0001 K0003 M0001 N0001 P0024	
83	Ei kippen- rauw	Eggs chicken whole raw	A0261 A0718 A0790 B1713 C0225 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
86	Eidooier kippen- gekookt	Eggs chicken yolk boiled	A0261 A0718 A0790 B1713 C0215 E0139 F0014 G0016 H0003 J0001 K0003 M0001 N0001 P0024	
85	Eidooier kippen rauw	Eggs chicken yolk raw	A0261 A0718 A0790 B1713 C0215 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
87	Eipoeder gedroogd	Eggs chicken powder	A0261 A0718 A0790 B1713 C0225 E0139 F0003 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
358	Eiwit kippenei rauw	Eggs chicken white raw	A0261 A0718 A0790 B1713 C0241 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1799	Elmer halfvol	Low fat blended spread 14% fat Elmer	A0805 B0001	
2096	Enfamil AR 1 met Lipil p 100 ml Mead Johnson	Mwmf Enfamil AR 1 with Lipil p 100 ml	A0723 A0873 B0001	
2095	Enfamil AR 1 met Lipil poeder Mead Johnson	Mwmf Enfamil AR 1 with Lipil powder	A0723 A0873 B0001	
2097	Enfamil AR 2 met Lipil poeder Mead Johnson	Mwmf Enfamil AR 2 with Lipil powder	A0723 A0873 B0001	
2098	Enfamil AR2 met Lipil p 100 ml Mead Johnson	Mwmf Enfamil AR2 with Lipil p 100 ml	A0723 A0873 B0001	
2100	Enfamil HA1 p 100 ml Mead Johnson	Mwmf Enfamil HA1 p 100 ml	A0723 A0873 B0001	
2099	Enfamil HA1 poeder Mead Johnson	Mwmf Enfamil HA1 powder	A0723 A0873 B0001	
2102	Enfamil HA2 p 100 ml Mead Johnson	Mwmf Enfamil HA2 p 100 ml	A0723 A0873 B0001	
2101	Enfamil HA2 poeder Mead Johnson	Mwmf Enfamil HA2 powder	A0723 A0873 B0001	
1742	Enfortal Energy per 100 ml Friesland Nutrition	Pef Enfortal Energy per 100 ml	A0723 A0869 B0001	
1743	Enfortal Fibre per 100 ml Friesland Nutrition	Pef Enfortal Fibre per 100 ml	A0723 A0869 B0001	
1744	Enfortal H Protein per 100 ml Friesland Nutrition	Pef Enfortal High Protein per  100 ml	A0723 A0869 B0001	
1747	Enfortal Jr Energy per 100 ml Friesland Nutrition	Pef Enfortal Junior Energy per 100 ml	A0723 A0869 B0001	
1748	Enfortal Jr standard p 100 ml Friesland Nutrition	Pef Enfortal Junior standard per 100 ml	A0723 A0869 B0001	
