FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
1291	Isosource Standard p 100 ml Novartis	Pef Isosource Standard per 100 ml	A0723 A0869 B0001	
2024	Isostar Actifood Novartis	Sports food Isostar Actifood	A0723 A0869 B0001	
2026	Isostar Activator Complex liquid p 100 ml Novartis	Sports food Isostar Activator Compl liq	A0723 A0869 B2974	
2025	Isostar Activator Complex poeder Novartis	Sports food Isostar Activator Compl pow	A0723 A0869 B0001	
980	Isostar energiereep	Sports food energy bar Isostar	A0723 A0869 B0001	
981	Isostar isotone drank poeder Sandoz Nutrition	Sports drink Isostar isotonic powder	A0723 A0869 B2974	
1793	Isostar Long Energy poeder Novartis	Sports drink Isostar Long Energy powder	A0723 A0869 B0001	
2027	Isostar power tabs lemon Novartis	Sports food Isostar power tabs lemon	A0723 A0869 B0001	
1189	Jachtschotel rode kool puree diepvries	Stew meat/cabbage/apple/mash potatoes	A0722 A0861 B1218	
1899	Jacobsschelpen rauw	Coquilles scallop shell St. Jacques raw	A0717 A0803 B1489	
805	Jägermeister	Jägermeister herb liquor	A0240 A0713 A0850 B1347 C0174 E0130 F0014 G0003 H0136 H0232 H0270 J0001 K0003 M0278 N0040 P0024	
484	Jam halfzoet	Jam reduced sugar	A0251 A0707 A0837 B1140 C0167 E0119 F0014 G0003 H0145 H0158 J0135 K0003 M0001 N0001 P0024 P0131 Z0163	
445	Jam huishoud-	Jam household quality	A0251 A0707 A0837 B1140 C0167 E0119 F0014 G0003 H0145 H0158 J0135 K0003 M0001 N0001 P0024 Z0162	
457	Jam rozenbottel-	Jam rose hip	A0251 A0707 A0837 B1140 C0167 E0119 F0014 G0003 H0145 H0158 J0135 K0003 M0001 N0001 P0024 Z0162	
807	Jam z suiker	Jam without sugar	A0251 A0707 A0837 B1140 C0167 E0119 F0014 G0003 H0145 J0135 K0003 M0001 N0001 P0024 P0091 P0129	
1943	Japanse mix m rijstcrackers en pinda's	Japanese crackers w ricecrackers&peanut	A0722 A0868 B1347	
2147	Japanse mix z pinda's	Japanese crackers without peanuts	A0722 A0868 B1347	
1210	Jellied veal		A0722 A0799 B1349	
386	Jenever bessen-	Gin Dutch red currant flavoured	A0200 A0713 A0846 B1324 C0133 E0123 F0014 G0003 H0100 H0229 H0232 H0270 J0001 K0003 M0130 N0040 P0024	
393	Jenever citroen-	Gin Dutch lemon flavoured	A0200 A0713 A0846 B1324 C0133 E0123 F0014 G0003 H0147 H0229 H0232 H0270 J0001 K0003 M0130 N0040 P0024	
401	Jenever jonge	Gin young Dutch	A0200 A0713 A0846 B1324 C0133 E0123 F0014 G0003 H0229 H0232 H0270 J0001 K0003 M0114 M0130 N0038 N0040 P0024	
402	Jenever oude	Gin old Dutch	A0200 A0713 A0846 B1324 C0133 E0123 F0014 G0003 H0229 H0232 H0270 J0001 K0003 M0114 M0130 N0038 N0040 P0024	
1946	Jevity FOS Plus En+ vezel+ fos+ per 100 ml Abbott	Ef En/fibre/phosphate+  Jevity FOS Plus	A0723 A0869 B0001	
1944	Jevity FOS vezel+ fos+ per 100 ml Abbott	Ef fibre/phosphate+ Jevity FOS	A0723 A0869 B0001	
1705	Juicytal En+ Min+ Vit+ p 100 ml Friesland Nutr	Pf En/mineral/vitamin+ Juicytal p 100 ml	A0723 A0870 B0001	
1732	Juicytal En+ Min+ Vit+ pd Friesland Nutrition	Pf En/mineral/vitamin+ Juicytal powder	A0723 A0870 B1041	
1492	Jus gemiddeld vet	Gravy medium fat averaged	A0722 A0862 B0001	
956	Jusbinder gedroogd pak		A0813 B0001	
858	Juspoeder	Gravy powder	A0813 B0001	
2264	Kaas 10+	Cheese 10+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0186	
1723	Kaas 20+	Cheese 20+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0186	
1727	Kaas 20+ korstloze	Cheese 20+ rindless	A0117 A0720 A0784 B1201 C0245 E0151 F0018 G0003 H0107 H0150 H0247 H0253 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0186	
514	Kaas 20+ Leidse/Friese nagel-	Cheese 20+ Leiden w cumin/Fries clove	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0229 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0186	
927	Kaas 20+ Na-	Cheese 20+ sodium reduced	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 P0077 Z0186	
1382	Kaas 30+	Cheese 30+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0185	
512	Kaas 40+ korstloze	Cheese processed rindless 40+	A0117 A0720 A0784 B1201 C0245 E0151 F0018 G0003 H0107 H0150 H0247 H0253 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0185	
1726	Kaas 40+ Leidse/Friese nagel-	Cheese 40+ Leiden w cumin/Fries clove	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0229 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0185	
928	Kaas 40+ Na-	Cheese 40+ sodium reduced	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 P0077 P0131 Z0185	
1809	Kaas 45+	Cheese 45+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0185	
881	Kaas 48+ minder zout	Cheese 48+ low salt	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 P0154 Z0184	
1113	Kaas 48+ Na-	Cheese sodium reduced 48+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024 P0077 P0156 Z0184	
1724	Kaas 50+	Cheese 50+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0229 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
883	Kaas Amsterdammer 48+	Cheese Amsterdam 48+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1893	Kaas Bel Paese	Cheese Bel Paese	A0168 A0720 A0784 B1201 C0245 E0144 F0001 G0003 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
726	Kaas Bluefort	Cheese Bluefort	A0168 A0312 A0720 B1201 C0245 E0151 F0001 G0003 H0253 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
593	Kaas Brie 50+	Cheese Brie 50+	A0168 A0314 A0720 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1487	Kaas Brie 60+	Cheese Brie 60+	A0168 A0314 A0720 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1111	Kaas Camembert 30+	Cheese Camembert 30+	A0168 A0314 A0720 B1201 C0245 E0119 F0001 G0003 H0247 H0253 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
556	Kaas Camembert 45+	Cheese Camembert 45+	A0168 A0314 A0720 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
725	Kaas Cheddar	Cheese Cheddar	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 H0367 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
511	Kaas Edammer 40+	Cheese Edam 40+	A0168 A0312 A0720 B1201 C0245 E0151 F0001 G0003 H0247 H0253 H0317 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
724	Kaas Emmentaler	Cheese Emmenthaler	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1650	Kaas geiten- verse naturel	Cheese goat fresh	A0168 A0720 A0784 B1328 C0245 E0144 F0001 G0003 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1939	Kaas Gorgonzola	Cheese Gorgonzola	A0168 A0720 B1201 C0245 E0151 F0001 G0003 H0253 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
513	Kaas Goudse 48+	Cheese Gouda 48+	A0168 A0312 A0720 B1201 C0245 E0151 F0001 G0003 H0253 H0317 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
722	Kaas Gruyère	Cheese Gruyère	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
654	Kaas hüttenkäse	Cheese cottage	A0187 A0720 A0784 B1201 C0245 E0134 F0018 G0003 H0101 H0184 H0367 J0131 J0135 K0003 M0001 N0001 P0024	
882	Kaas Kernhemmer 60+	Cheese Kernhem 60+	A0168 A0720 A0784 B1201 C0245 E0144 F0001 G0003 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
721	Kaas Limburgse	Cheese Limburger	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0018 M0001 N0001 P0024	
1725	Kaas Maasdammer 45+	Cheese Maasdam 45+	A0168 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0150 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1955	Kaas Mozzarella	Cheese Mozzarella	A0185 A0720 A0786 B1201 C0245 E0151 F0018 G0003 H0107 H0247 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
718	Kaas Parmezaanse	Cheese Parmesan	A0290 A0311 A0720 B1201 C0245 E0100 F0001 G0003 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1108	Kaas Rambol	Cheese Rambol	A0266 A0720 A0787 B1201 C0245 E0119 F0018 G0003 H0130 H0177 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1112	Kaas rauwemelkse 48+	Cheese raw milk 48+	A0187 A0720 A0784 B1201 C0245 E0151 F0001 G0003 H0247 H0253 H0317 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1104	Kaas rook-	Cheese smoked	A0168 A0312 A0720 B1201 C0245 E0144 F0022 G0003 H0253 H0297 H0328 H0370 J0120 K0003 M0001 N0001 P0024	
715	Kaas room- 60+	Cheese cream 60+	A0168 A0720 A0784 B1201 C0245 E0119 F0018 G0003 H0101 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
728	Kaas room- zachte Boursin	Cheese cream soft Boursin	A0187 A0720 A0784 B1201 C0245 E0119 F0018 G0003 H0101 H0151 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
719	Kaas room- zachte Mon Chou	Cheese cream soft Mon Chou	A0168 A0720 A0784 B1201 C0245 E0119 F0018 G0003 H0101 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1302	Kaas room- zachte Paturain	Cheese cream soft Paturain	A0187 A0720 A0784 B1201 C0245 E0119 F0018 G0003 H0101 H0151 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
714	Kaas Roquefort	Cheese Roquefort	A0168 A0312 A0720 B2610 C0245 E0151 F0001 G0003 H0253 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
716	Kaas Saint Paulin	Cheese Saint Paulin	A0117 A0312 A0720 B1201 C0245 E0144 F0022 G0003 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1363	Kaas schapen- mager Turks	Cheese sheep low fat Turkish	A0168 A0720 A0784 B1183	
804	Kaas schapen- vers	Cheese sheep fresh	A0185 A0720 A0786 B1183 C0245 E0134 F0018 G0003 H0101 H0184 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1362	Kaas schapen- vet Turks	Cheese sheep full fat Turkish	A0168 A0720 A0784 B1183	
517	Kaas smeer- 20+	Cheese spread 20+	A0266 A0720 A0787 B1201 C0245 E0119 F0018 G0003 H0130 H0247 H0253 H0328 J0135 K0003 M0001 N0001 P0024	
1303	Kaas smeer- 20+ Na-	Cheese processed 20+ low sodium	A0266 A0720 A0787 B1201	
1103	Kaas smeer- 30+	Cheese spread 30+	A0266 A0720 A0787 B1201 C0245 E0119 F0018 G0003 H0130 H0247 H0253 H0328 J0135 K0003 M0001 N0001 P0024	
516	Kaas smeer- 40+	Cheese spread 40+	A0266 A0720 A0787 B1201 C0245 E0119 F0018 G0003 H0130 H0247 H0253 H0328 J0135 K0003 M0001 N0001 P0024	
1109	Kaas smeer- Kiri	Cheese processed Kiri	A0266 A0720 A0787 B1201	
515	Kaas smeer- volvet 48+	Cheese spread 48+	A0266 A0720 A0787 B1201 C0245 E0119 F0018 G0003 H0130 H0247 H0253 H0328 J0131 J0151 K0003 M0001 N0001 P0024	
1110	Kaas Stilton	Cheese Stilton	A0168 B1201 C0245 E0151 F0001 G0003 H0253 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
304	Kaas strooi- Zwitserse	Cheese Swiss powdered	A0291 A0720 A0787 B1201 C0245 E0122 F0018 G0003 H0247 H0253 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1489	Kaas verse light 8% vet	Cheese fresh light 8% fat	A0187 A0720 A0784 B1201 C0245 E0119 F0018 G0003 H0101 H0247 J0104 J0131 J0151 K0003 M0001 N0001 P0024	
1490	Kaasproduct m plantaardige olie 48+ Trenta	Cheese product with vegetable oil 48+	A0720 A0785 B1201	
1385	Kaasproduct m plantaardige olie kuipje Becel Goud	Cheese prod w vegetable oil soft Becel	A0266 A0720 A0787 B1201	
1386	Kaasproduct m plantaardige olie snijdbaar Becel Goud	Cheese prod w vegetable oil hard Becel	A0720 A0785 B1201	
1383	Kaasprodukt verse Linera		A0266 A0720 A0787 B1201	
1488	Kaassoufflé onbereid	Pastry puff cheese filled unprepared	A0103 A0457 A0631 A0695 A0729 A0768 A0868 B1312	
1613	Kabeljauw bereid in magnetron z toev	Cod prepared in microwave oven	A0267 A0717 A0801 B1423 C0268 E0150 F0014 G0011 H0003 J0001 K0003 M0001 N0001 P0024 P0078 Z0056	
819	Kabeljauw gekookt	Cod boiled	A0267 A0717 A0801 B1423 C0268 E0150 F0014 G0015 H0003 J0001 K0003 M0001 N0001 P0024 P0078 Z0056	
820	Kabeljauw rauw	Cod raw	A0267 A0717 A0801 B1423 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
816	Kabeljauwfilet gebakken		A0267 A0717 A0801 B1423 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0056	
1315	Kabeljauwfilet gebakken/gestoofd	Cod fillet fried/simmered rts	A0267 A0717 A0801 B1423 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0056	
676	Kaisoi rauw	Kaisoi raw	A0705 A0825 B1057	
1057	Kaki	Kaki	A0707 A0833 B1140	
1570	Kalfsentrecote bereid	Veal prime rib prepared	A0150 A0714 A0793 B1349	
1436	Kalfsentrecote rauw	Veal prime rib raw	A0150 A0714 A0793 B1349 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0023	
1572	Kalfsfricandeau bereid	Veal fricandeau prepared	A0150 A0714 A0793 B1349 C0268 E0150 F0022 G0024 H0272 J0001 K0003 M0001 N0001 P0024	
1438	Kalfsfricandeau rauw	Veal fricandeau raw	A0150 A0714 A0793 B1349 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018	
105	Kalfshersenen rauw	Brains calf's	A0716 A0796 B1349 C0199 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1574	Kalfsschenkel bereid	Veal shank prepared	A0150 A0714 A0793 B1349 C0270 E0152 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0025	
1440	Kalfsschenkel rauw	Veal shank raw	A0150 A0714 A0793 B1349 C0270 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0025	
1441	Kalfstong rauw	Tongue calf's raw	A0150 A0716 A0796 B1349 C0189 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1673	Kalfsvlees <5 g vet rauw	Veal <5% fat raw	A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1674	Kalfsvlees >5 g vet rauw	Veal >5% fat raw	A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
794	Kalfsvlees gemiddeld vet bereid		A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
793	Kalfsvlees mager bereid		A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
89	Kalfsvlees mager rauw		A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
88	Kalfsvlees rauw		A0150 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
795	Kalfsvlees vet bereid		A0217 A0714 A0793 B1349 C0270 E0104 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
90	Kalfsvlees vet rauw		A0217 A0714 A0793 B1349 C0270 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0047	
1442	Kalfszwezerik rauw	Sweetbread	A0217 A0714 A0796 B1349 C0273 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
330	Kalkoen rauw	Turkey raw	A0273 A0715 A0795 B1236 C0125 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1692	Kalkoenfilet Na-	Turkey fillet low sodium	A0273 A0715 A0795 B1236 C0125 E0150 F0003 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1936	Kalkoenfilet rauw	Turkey fillet raw	A0273 A0715 A0795 B1236 C0125 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
826	Kaneel	Cinnamon powder	A0857 B1472	
196	Kapucijners blik/glas	Pea marrowfat legumes canned	A0152 A0704 A0831 B1338 C0136 E0150 F0014 G0003 H0259 J0123 K0011 M0194 N0001 P0024	
119	Kapucijners gedroogd	Pea marrowfat legumes dried	A0152 A0704 A0831 B1338 C0136 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
969	Kapucijners gekookt	Pea marrowfat legumes boiled	A0152 A0704 A0831 B1338 C0136 E0150 F0014 G0015 H0259 J0003 K0003 M0001 N0001 P0024 P0078	
201	Kastanjes	Chestnuts	A0260 A0703 A0823 B1584 C0132 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
446	Kauwgom	Chewing gum	A0176 A0722 A0838 B1347 C0298 E0147 F0022 G0003 H0158 H0227 H0435 J0001 K0001 M0001 N0001 P0024	
447	Kauwgom z suiker	Chewing gum without sugar	A0176 A0722 A0838 B1347 C0298 E0147 F0022 G0003 H0202 H0227 H0435 J0001 K0001 M0001 N0001 P0024 P0056	
1097	Kaviaar	Caviar/cod roe	A0717 A0801 B1897	
1076	Kefir		A0721 A0783 B2247	
1223	Kerrie djawa	Curry powder djawa	A0857 B1347	
163	Kersen	Cherries	A0143 A0707 A0833 B1306 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
184	Kersen op siroop blik/glas	Cherries in syrup canned	A0143 A0707 A0834 B1306 C0139 E0150 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024	
1224	Kervel gedroogd	Chervil dried	A0113 A0705 A0857 B1444 C0200 E0100 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
831	Kervel vers	Chervil fresh	A0113 A0705 A0857 B1444 C0200 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
584	Ketchup curry-	Ketchup curry	A0179 A0853 B1276 C0174 E0103 F0022 G0001 H0158 H0227 H0306 H0367 J0001 K0003 M0130 M0172 N0001 P0024	
583	Ketchup hot	Ketchup hot	A0853 B1276 C0174 E0103 F0022 G0001 H0158 H0227 H0306 H0367 J0001 K0003 M0130 M0172 N0001 P0024	
551	Ketchup kerrie- Calvé		A0179 A0853 B1276	
462	Ketchup tomaten-	Ketchup tomato	A0179 A0853 B1276 C0174 E0103 F0022 G0001 H0158 H0227 H0306 H0367 J0001 K0003 M0130 M0172 N0001 P0024	
460	Ketjap sojasaus		A0179 A0858 B1452	
1215	Ketjap zoet	Soy sauce sweet	A0179 A0858 B1452 C0155 E0123 F0014 G0001 H0102 H0158 H0227 H0319 J0001 K0003 M0130 N0001 P0024	
586	Ketjap zoet Heinz		A0179 A0858 B1452	
1214	Ketjap zoet Na-	Soy sauce sweet low sodium	A0179 A0858 B1452 C0155 E0123 F0014 G0001 H0102 H0158 H0227 H0319 J0001 K0003 M0130 N0040 P0077	
1213	Ketjap zout	Soy sauce salt	A0179 A0858 B1452 C0155 E0123 F0014 G0001 H0102 H0227 H0319 H0367 J0001 K0003 M0130 N0001 P0024	
231	Kiemen tarwe-	Wheat germ	A0125 A0696 A0814 B1312 C0182 E0117 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
1279	Kindervoeding maaltijd 15 mnd	Infant meal 15 months	A0722 A0852 B0001	
1770	Kindervoeding maaltijd 18 mnd	Infant meal 18 months	A0722 A0852 B0001	
2090	Kip drumstick m vel rauw	Chicken drumstick w skin raw	A0273 A0715 A0795 B1457 C0267 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002	
1633	Kip m vel bereid	Chicken with skin prepared	A0273 A0715 A0795 B1457 C0267 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
108	Kip m vel rauw	Chicken with skin raw	A0273 A0715 A0795 B1457 C0267 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1306	Kip soep- m vel rauw	Boiling-hen/broiler with skin raw	A0273 A0715 A0795 B1457 C0267 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1635	Kip z vel bereid	Chicken without skin prepared	A0273 A0715 A0795 B1457 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1305	Kip z vel rauw	Chicken without skin raw	A0273 A0715 A0795 B1457 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1317	Kip/bout z vel gegrild	Chicken without skin grilled	A0273 A0715 A0795 B1457 C0268 E0150 F0014 G0006 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1645	Kipburger gepaneerd bereid	Chicken burger in crumbs prepared	A0273 A0715 A0795 B1457 C0268 E0106 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0003	
1392	Kipfilet bereid	Chicken fillet prepared	A0273 A0715 A0795 B1457 C0268 E0150 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0004	
1634	Kipfilet rauw	Chicken fillet raw	A0273 A0715 A0795 B1457 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0004	
1821	Kip-kerriesaus/rijst diepvriesmaaltijd	Chicken-curry frozen meal	A0722 A0861 B0001	
1820	Kip-kerriesaus/rijst koelverse maaltijd	Chicken-curry fresh meal	A0722 A0861 B0001	
1644	Kipnuggets bereid in frituurvet	Chicken nuggets prepared in frying fat	A0715 A0795 B1457	
1643	Kipnuggets bereid in oven	Chicken nuggets prepared in oven	A0715 A0795 B1457	
1641	Kiprollade bereid	Chicken rolled prepared	A0273 A0715 A0795 B1457 C0267 E0104 F0014 G0026 H0003 J0001 K0003 M0001 N0001 P0024 Z0054	
1642	Kiprollade rauw	Chicken rolled raw	A0273 A0715 A0795 B1457 C0267 E0104 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0054	
572	Kiss maxi		A0839 B1012	
1056	Kiwi	Kiwi fruit	A0257 A0707 A0833 B1664 C0138 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
677	Klaroen rauw	Klaroen raw	A0705 A0825 B1566	
594	Kleuterdesssert Olvarit Nutricia		A0722 A0852 B0001	
229	Knäckebröd gemiddeld	Crispbread averaged	A0242 A0695 A0817 B1312	
596	Knäckebröd goudbruin	Crispbread gold-brown	A0178 A0695 A0817 B1312 C0208 E0147 F0022 G0005 H0152 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
976	Knäckebröd lichtgewicht	Crispbread light	A0242 A0695 A0817 B1312	
1778	Knäckebröd maanzaad	Crispbread poppyseed	A0242 A0695 A0817 B1312	
1780	Knäckebröd muesli	Crispbread muesli	A0242 A0695 A0817 B1312	
1802	Knäckebröd sandwich Wasa	Crispbread sandwich Wasa	A0242 A0695 A0817 B1312	
975	Knäckebröd sesam	Crispbread sesame	A0242 A0695 A0817 B1312	
1253	Knäckebröd vezelrijk	Crispbread high fibre	A0242 A0695 A0817 B1312	
1779	Knäckebröd volkoren	Crispbread wholemeal	A0242 A0695 A0817 B1313 C0208 E0147 F0022 G0005 H0152 H0256 H0753 J0003 K0003 M0001 N0001 P0024	
597	Knäckebröd wit pak Wasa		A0242 A0695 A0817 B1312	
974	Knäckebröt boerenbruin Wasa	Crispbread dark brown Wasa	A0242 A0695 A0817 B1312	
973	Knäckebröt bruin speciaal Wasa		A0242 A0695 A0817 B1312	
830	Knoflook vers	Garlic fresh	A0113 A0705 A0857 B1233 C0290 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
481	Koek Bastogne	Shortbread biscuits Bastogne	A0191 A0695 A0821 B1312	
789	Koek boter-	Butter cake	A0191 A0695 A0821 B1312	
254	Koek eier-	Sponge cake	A0191 A0695 A0821 B1457	
257	Koek gevulde	Almond paste filled tarts	A0191 A0695 A0821 B1312 C0208 E0140 F0001 G0003 H0158 H0177 H0186 H0221 J0001 K0003 M0001 N0001 P0024	
837	Koek haver-	Cookie oatmeal	A0191 A0695 A0821 B1219	
476	Koek kinder- Happy		A0191 A0695 A0821 B1312	
634	Koek kokos- klapper	Coconut flavoured cookies	A0191 A0695 A0821 B1536	
636	Koek muesli-	Muesli cookie	A0191 A0695 A0821 B1047	
240	Koek ontbijt-	Dutch spiced honey cake	A0135 A0695 A0817 B1313 C0208 E0140 F0014 G0003 H0117 H0136 H0751 J0001 K0003 M0001 N0001 P0024	
1460	Koek ontbijt- gember	Dutch spiced honey cake w ginger filling	A0135 A0695 A0817 B1313 C0208 E0140 F0014 G0003 H0117 H0136 H0751 J0001 K0003 M0001 N0001 P0024	
2233	Koek ontbijt m rozijnen	Dutch spiced honey cake w raisins	A0135 A0695 A0817 B1313 C0208 E0140 F0014 G0003 H0117 H0136 H0364 H0751 J0001 K0003 M0001 N0001 P0024	
925	Koek ontbijt- volkoren	Dutch spiced honey cake wholemeal	A0135 A0695 A0817 B1313 C0135 E0140 F0014 G0003 H0117 H0136 H0751 J0001 K0003 M0001 N0001 P0024	
