FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
0310	Tomatpure	Tomato puree	A0152 A0463 A0637 A0662 A0722 A0731 A0827 B1276 C0140 E0135 F0014 G0003 H0114 H0136 H0151 H0173 J0100 J0120 K0003 M0001 N0001 P0024	
0311	Tomatpure, koncentreret	Tomato paste, concentrated	A0152 A0463 A0637 A0662 A0722 A0731 A0827 B1276 C0140 E0135 F0014 G0003 H0113 H0173 J0123 K0003 M0001 N0001 P0024	
0312	Torsk, filet, rå	Cod, fillet, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1423 C0268 E0152 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0313	Torsk, lever, rå	Cod, liver, raw	A0267 A0460 A0634 A0717 A0727 A0748 A0802 B1423 C0176 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0314	Torsk, lever, konserves	Cod, liver, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1423 C0176 E0151 F0014 G0001 H0173 J0110 J0123 K0001 M0151 M0204 N0041 P0024	
0315	Torsk, levertran	Cod liver oil	A0129 A0453 A0627 A0666 A0722 A0728 A0811 B1423 C0190 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0316	Torsk, rogn, rå	Cod, roe, raw	A0267 A0460 A0634 A0717 A0727 A0748 A0802 B1423 C0202 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0317	Torsk, rogn, konserves	Cod, roe, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1423 C0202 E0147 F0014 G0001 H0173 J0110 K0003 M0194 N0001 P0024	
0318	Tun i vand, konserves	Tuna, in water, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1269 C0268 E0152 F0014 G0001 H0173 J0110 J0123 K0017 M0151 N0041 P0024	
0319	Tun i olie, konserves	Tuna, in oil, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1269 C0268 E0152 F0014 G0001 H0173 H0221 J0110 J0123 K0026 M0151 M0204 N0041 P0024	
0320	Tun i tomat, konserves	Tuna, in tomato sauce, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1269 C0268 E0152 F0001 G0001 H0173 H0350 J0110 J0123 K0037 M0151 N0041 P0024	
0321	Tun, rå	Tuna, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1269 C0268 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0322	Tunge, kalv, rå	Tongue, calf, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0323	Tunge, okse, rå	Tongue, ox, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1161 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0324	Tunge, svin, rå	Tongue, pig, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0325	Tykmælk	Junket	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 J0135 K0003 M0001 N0001 P0024	
0326	Tyttebær, rå	Lingonberry, raw	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1019 C0147 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0327	Vand, drikke-, vejl. værdier	Water, tap, drinking, average values	A0229 A0465 A0639 A0709 A0734 A0844 B3323 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0328	Vindruekerneolie	Oil, grapeseed	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1329 C0190 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0329	Vindrue, rå	Grape, raw	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1329 C0140 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0330	Whisky	Whisky	A0277 A0465 A0639 A0663 A0713 A0734 A0850 B1324 C0155 E0123 F0003 G0003 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0331	Ylette naturel	Ymer, low fat	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 H0164 H0247 J0131 J0135 K0003 M0001 N0001 P0024	
0332	Ymer naturel	Ymer	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 H0164 J0131 J0135 K0003 M0001 N0001 P0024	
0333	Yoghurt naturel	Yoghurt	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0103 F0018 G0003 H0107 J0131 J0135 K0003 M0001 N0001 P0024	
0334	Letmælksyoghurt med saft	Yoghurt, low fat, with fruit juice	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 H0136 H0362 J0131 J0135 K0003 M0001 N0001 P0024	
0335	Yoghurt med frugt, uspec.	Yoghurt with fruits	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0103 F0018 G0003 H0107 H0136 H0147 J0131 J0135 K0003 M0001 N0001 P0024	
0336	Æble, uspec., råt	Apple, raw, all varieties	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1245 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0337	Æblemost, uspec.	Apple juice, canned or bottled	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1245 C0300 E0109 F0014 G0003 H0200 J0123 K0003 M0194 N0001 P0024	
0338	Æble, tørret	Apple, dried	A0143 A0455 A0629 A0707 A0732 A0756 A0834 B1245 C0229 E0152 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0339	Æg, blomme, rå	Egg, chicken, yolk, raw	A0261 A0461 A0635 A0718 A0725 A0744 A0791 B1713 C0215 E0130 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0340	Æg, hele, rå	Egg, chicken, whole, raw	A0261 A0461 A0635 A0718 A0725 A0744 A0791 B1713 C0194 E0130 F0003 G0003 H0003 J0003 K0003 M0156 N0039 P0024	
0341	Æg, hvide, rå	Egg, chicken, white, raw	A0261 A0461 A0635 A0718 A0725 A0744 A0791 B1713 C0241 E0102 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0342	Ærter, grønne, rå	Peas, green, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0831 B1338 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0343	Ærter, grønne, dybfrost	Peas, green, frozen	A0152 A0455 A0629 A0650 A0705 A0731 A0831 B1338 C0155 E0150 F0014 G0042 H0001 J0132 K0003 M0001 N0001 P0024	
0344	Ærter, grønne, konserves	Peas, green, canned	A0152 A0455 A0629 A0662 A0705 A0731 A0831 B1001 C0155 E0150 F0014 G0003 H0001 J0123 K0019 M0151 N0016 P0024	
0345	Ærter, gule, flækærter, rå	Peas, mature, dry, raw	A0152 A0455 A0629 A0705 A0731 A0757 A0831 B1338 C0155 E0116 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0346	Øl, mørkt hvidtøl, ubeskattet, uspec.	Beer, danish household, low alcohol	A0195 A0465 A0639 A0662 A0711 A0734 A0847 B1230 C0102 E0123 F0022 G0003 H0150 H0151 H0232 H0246 J0135 K0003 M0106 N0040 N0041 P0024	
0347	Øl, skatteklasse 2, uspec.	Beer, export, alc. 5.6 % by vol.	A0195 A0465 A0639 A0662 A0711 A0734 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0246 J0135 K0003 M0106 N0040 N0041 P0024	
0348	Øl, skatteklasse 3, uspec.	Beer, strong, alc. 7.6 % by vol.	A0195 A0465 A0639 A0711 A0734 A0768 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0246 J0135 K0003 M0106 N0040 N0041 P0024	
0349	Øl, pilsner, skatteklasse 1, uspec.	Beer, lager, alc. 4.4 % by vol.	A0195 A0465 A0639 A0662 A0711 A0734 A0847 B1230 C0102 E0123 F0022 G0003 H0151 H0232 H0246 J0135 K0003 M0106 N0040 N0041 P0024	
0350	Øl, let pilsner, ubeskattet, uspec.	Beer, lager, alc. 2.6 % by vol.	A0195 A0465 A0639 A0662 A0711 A0734 A0847 B1230 C0102 E0123 F0022 G0003 H0151 H0232 H0246 J0135 K0003 M0106 N0040 N0041 P0024	
0351	Ørred, hav-, rå	Trout, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1479 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0352	Østers, rå	Oyster, raw	A0267 A0460 A0634 A0717 A0727 A0752 A0802 B1224 C0173 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0353	Ål, rå	Eel, raw	A0267 A0460 A0634 A0717 A0727 A0746 A0802 B2706 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0354	Ål, røget	Eel, smoked	A0267 A0460 A0634 A0717 A0727 A0746 A0803 B2706 C0265 E0150 F0003 G0003 H0118 H0173 J0106 J0131 K0003 M0001 N0001 P0024	
0355	Appelsinjuice, konserves	Orange juice, canned	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1339 C0230 E0114 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
0356	Rasp (beriget mel)	Bread-crumbs (nutrients added)	A0191 A0458 A0632 A0662 A0695 A0729 A0820 B1312 C0155 E0122 F0014 G0003 H0138 J0116 J0143 K0003 M0001 N0001 P0024	
0357	Remoulade, uspec.	Remoulade, average values	A0136 A0859 B1017 C0190 E0135 F0018 G0003 H0151 H0173 H0186 H0212 J0100 K0003 M0001 N0001 P0024	
0358	Franskbrød (beriget mel)	Bread, white (nutrients added)	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1312 C0208 E0147 F0014 G0005 H0148 H0173 J0001 K0003 M0001 N0001 P0024 P0095	
0359	Småkage (beriget mel)	Sweet bisquit, cookie (nutrients added)	A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1421 C0208 E0140 F0014 G0005 H0136 H0184 H0221 J0120 J0145 K0003 M0001 N0001 P0024 P0095	
0360	Rundstykke (beriget mel)	Bread, roll, danish (nutrients added)	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1312 C0208 E0147 F0014 G0005 H0148 H0173 J0120 K0003 M0001 N0001 P0024 P0065	
0361	Boghvedegryn, rå	Buckwheat groats, raw	A0125 A0457 A0631 A0696 A0729 A0759 A0814 B1405 C0134 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0362	Sigtemel, beriget	Rye-flour, wheat-flour, bolted, enriched	A0149 A0457 A0631 A0683 A0696 A0729 A0813 B2352 C0208 E0106 F0003 G0003 H0138 H0319 J0116 K0003 M0120 N0039 P0024 P0065	
0363	Feta, 40+	Cheese, semihard, Feta, 40 % fidm	A0185 A0452 A0626 A0720 A0724 A0775 A0785 B1134 C0245 E0151 F0001 G0003 H0107 H0367 J0001 K0003 M0001 N0001 P0024	
0364	Flødeost, 70+	Cheese, Cream, 70 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0119 F0001 G0003 H0101 J0001 K0003 M0001 N0001 P0024	
0365	Parmesan, revet	Cheese, hard, Parmesan, grated	A0311 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0122 F0001 G0001 H0107 H0138 H0247 H0253 J0104 J0116 K0003 M0001 N0001 P0024	
0366	Skummetmælkspulver	Milk, dry, skimmed, powder	A0148 A0452 A0626 A0721 A0724 A0770 A0781 B1201 C0235 E0106 F0022 G0003 H0138 H0248 J0116 K0003 M0001 N0001 P0024	
0367	Sødmælkspulver	Milk, dry, whole, powder	A0148 A0452 A0626 A0721 A0724 A0770 A0781 B1201 C0235 E0106 F0022 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0368	Flødeost, 60+	Cheese, Cream, 60 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0119 F0001 G0003 H0101 J0001 K0003 M0001 N0001 P0024	
0369	Camembert, 45+	Cheese, Camembert, 45 % fidm.	A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0145 K0003 M0001 N0001 P0024	
0370	Margarine (min. 20 % linolsyre)	Margarine (min. 20 % linoleic acid)	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
0371	Svinekød, halssnitte, rå	Pork, cheek, cut, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0152 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0043	
0372	Svinebryst, slag, råt	Pork, flank, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0268 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0063	
0373	Svinebryst, stegestykke med svær, rå	Pork, thick belly with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0045	
0374	Svinebryst, kogestykke med svær, rå	Pork, thin belly with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0063	
0375	Skinke med skank, rå	Pork, leg with knuckle, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0266 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0376	Svinebov til fars, ca. 16 % fedt, rå	Pork, hand, approx. 16 % fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0268 E0150 F0003 G0003 H0247 J0131 K0003 M0001 N0001 P0024 Z0043 Z0185	
0377	Svinekød, mørbradstykke med svær, rå	Pork, oyster cut with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0026	
0378	Svinekød, mørbrad, afpudset, rå	Pork, tenderloin, trimmed, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0270 E0150 F0003 G0003 H0247 J0131 K0003 M0001 N0001 P0024 Z0106 Z0217	
0379	Svinekød, mellemkam med svær, rå	Pork, loin with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0031	
0380	Svinekød, mellemkam uden svær, ca. 3 mm spæk, rå	Pork, loin, defatted (approx. 3 mm fat), raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0269 E0150 F0003 G0003 H0247 H0398 J0131 K0003 M0001 N0001 P0024 Z0031 Z0186	
0381	Svinekød, nakkefilet, helt afpudset, rå	Pork, collar, defatted, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0270 E0150 F0003 G0003 H0248 J0131 K0003 M0001 N0001 P0024 Z0043	
0382	Svinekød, nakkekam med svær, rå	Pork, collar with rind, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0267 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0043	
0383	Syltetøj, uspec.	Jam, fruit, average values	A0251 A0455 A0629 A0662 A0707 A0732 A0837 B1140 C0167 E0110 F0014 G0001 H0136 J0120 J0145 K0003 M0001 N0001 P0024	
0384	Marmelade, uspec.	Marmalade, all types	A0251 A0467 A0641 A0663 A0698 A0732 A0837 B1140 C0167 E0102 F0014 G0001 H0136 J0120 J0146 K0003 M0001 N0001 P0024	
0385	Soja sauce	Soya sauce	A0263 A0463 A0637 A0663 A0722 A0735 A0858 B1452 C0133 E0139 F0014 G0003 H0101 H0173 H0232 H0253 H0319 J0135 K0003 M0001 N0001 P0024	
0386	Bouillon, oksekød, koncentreret, terning	Bouillon, beef, concentrated, cube	A0180 A0459 A0633 A0666 A0714 A0726 A0856 B1161 C0170 E0147 F0001 G0003 H0117 H0138 H0173 J0100 K0003 M0190 N0042 P0024	
0387	Salt, stensalt, køkkensalt	Salt, block	A0134 A0463 A0637 A0722 A0735 A0856 B1655 C0005 E0117 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0388	Salt, bordsalt	Salt, table	A0134 A0463 A0637 A0722 A0735 A0856 B1655 C0005 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0389	Bagepulver	Baking powder	A0181 A0346 A0428 A0854 B1654 C0005 E0106 F0003 G0003 H0173 J0116 K0003 M0173 N0039 P0024	
0390	Frugtsaft, blandet, sødet, koncentreret	Fruit juice, mixed, sweetened, concentrated	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1140 C0167 E0109 F0018 G0003 H0136 H0138 J0001 K0003 M0001 N0001 P0024	
0391	Frugtsaft, blandet, usødet, koncentreret	Fruit juice, mixed, unsweetened, concentrated	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1140 C0167 E0109 F0018 G0003 H0138 J0001 K0003 M0001 N0001 P0024	
0392	Suppe, oksekød, terning, koncentreret	Soup, beef, cube, concentrated	A0198 A0463 A0637 A0667 A0722 A0735 A0856 B1161 C0164 E0147 F0001 G0001 H0001 J0116 K0003 M0001 N0001 P0024	
0393	Suppe, oksekød, terning, spiseklar	Soup, beef, cube, ready-to-serve	A0198 A0463 A0637 A0667 A0722 A0735 A0865 B1161 C0164 E0147 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
0394	Kødboller, dybfrost	Meat balls, frozen	A0150 A0459 A0633 A0667 A0714 A0726 A0799 B1105 C0125 E0147 F0022 G0001 H0001 J0132 K0001 M0001 N0001 P0024	
0395	Melboller, dybfrost	Dumplings, frozen	A0107 A0467 A0631 A0663 A0722 A0729 A0822 B1312 C0208 E0147 F0014 G0001 H0184 H0221 J0132 K0003 M0001 N0001 P0024	
0396	Suppe, hønsekød, dybfrost, spiseklar	Soup, chicken, frozen, ready-to-serve	A0198 A0463 A0637 A0667 A0722 A0735 A0865 B1713 C0164 E0130 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024	
0397	Buddingpulver	Pudding powder	A0222 A0457 A0631 A0696 A0729 A0760 A0812 B1232 C0203 E0106 F0003 G0003 H0117 H0150 H0173 J0145 K0003 M0120 N0039 P0024	
0398	Makaroni, spaghetti, kogt	Macaroni, spaghetti, boiled	A0220 A0457 A0631 A0662 A0694 A0729 A0815 B1312 C0208 E0153 F0014 G0014 H0148 H0173 H0186 J0120 K0003 M0001 N0001 P0024	
0399	Kødboller, konserves	Meat balls, canned	A0150 A0459 A0633 A0667 A0714 A0726 A0799 B1105 C0125 E0147 F0014 G0001 H0001 J0110 K0001 M0194 N0001 P0024	
0400	Suppe, oksekød, dybfrost, spiseklar	Soup, beef, frozen, ready-to-serve	A0198 A0463 A0637 A0667 A0722 A0735 A0865 B1161 C0164 E0130 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024	
0401	Hyldebærsaft, sød, koncentreret	Elderberry, juice, concentrated, sugar added	A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1403 C0300 E0123 F0018 G0003 H0136 H0138 J0001 K0003 M0001 N0001 P0024	
0402	Squash, zucchini, rå	Squash, zucchini, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1208 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0403	Sojadrik, kommercielt tilberedt	Soya milk, commercially prepared	A0112 A0465 A0639 A0709 A0734 A0788 B1452 C0133 E0123 F0014 G0003 H0148 J0123 K0003 M0001 N0001 P0024	
0404	Kødextrakt, flydende, Bovril	Meat extract, Bovril	A0129 A0459 A0633 A0667 A0714 A0726 A0856 B1161 C0170 E0102 F0003 G0003 H0150 H0151 H0158 H0173 J0001 K0003 M0134 N0004 P0024	
0405	Peber, sort	Pepper, black	A0113 A0455 A0629 A0662 A0705 A0731 A0857 B1191 C0140 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0406	Karry, pulver	Curry powder	A0113 A0463 A0637 A0722 A0735 A0765 A0857 B1381 C0167 E0106 F0003 G0003 H0138 H0151 J0141 K0003 M0001 N0001 P0024	
0407	Portvin	Port	A0224 A0465 A0639 A0663 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0136 H0160 H0232 J0104 K0003 M0130 M0214 N0040 P0024	
0408	Sherry, tør	Sherry, dry	A0224 A0465 A0639 A0663 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0160 H0232 J0104 K0003 M0130 M0214 N0040 P0024	
0409	Sherry, medium	Sherry, medium	A0224 A0465 A0639 A0663 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0136 H0160 H0232 J0104 K0003 M0130 M0214 N0040 P0024	
0410	Sherry, sød	Sherry, sweet	A0224 A0465 A0639 A0663 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0136 H0160 H0232 J0104 K0003 M0130 M0214 N0040 P0024	
0411	Vermouth, tør	Vermouth, dry	A0224 A0465 A0639 A0662 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0117 H0160 H0232 J0100 J0104 K0003 M0132 M0214 N0040 P0024	
0412	Vermouth, sød	Vermouth, sweet	A0224 A0465 A0639 A0662 A0713 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0136 H0160 H0229 H0232 J0104 K0003 M0132 M0214 N0040 P0024	
0413	Likør, Advocaat	Liqueur, Advocaat	A0240 A0465 A0639 A0663 A0713 A0734 A0850 B1047 C0174 E0123 F0001 G0003 H0136 H0160 H0185 H0229 H0232 H0270 J0104 K0003 M0121 M0214 N0040 P0024	
0414	Likør, Cherry Brandy	Liqueur, Cherry Brandy	A0240 A0465 A0639 A0663 A0713 A0734 A0850 B1047 C0174 E0123 F0001 G0003 H0136 H0147 H0160 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024	
0415	Likør, Curacao	Liqueur, Curacao	A0240 A0465 A0639 A0663 A0713 A0734 A0850 B1047 C0174 E0123 F0001 G0003 H0136 H0160 H0229 H0232 J0104 K0003 M0130 M0214 N0040 P0024	
0416	Spirituosa, gennemsnitlige værdier	Spirits, 70 % proof	A0277 A0465 A0639 A0663 A0713 A0734 A0850 B1016 C0203 E0123 F0003 G0003 H0117 H0232 H0270 J0003 K0003 M0130 N0040 P0024	
0417	Oksekød, skank (osso-buco), rå	Beef, shin + leg (shank), raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0025	
0418	Oksekød, inderlår med kappe, rå	"Beef, topside ""cap on"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0419	Oksekød, inderlår uden kappe, rå	"Beef, topside ""cap off"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0247 J0131 K0001 M0001 N0001 P0024 Z0024	
0420	Oksekød, yderlår, råt	Beef, outside, round, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0421	Oksekød, klump uden kappe, rå	"Beef, thick flank ""cap off"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0270 E0150 F0003 G0003 H0247 J0131 K0001 M0001 N0001 P0024 Z0022 Z0024	
0422	Oksekød, lårtunge, rå	Beef, eye of round, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0270 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0423	Oksekød, culotte, rå	Beef, rump, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0424	Oksekød, tykstegsfilet med kappe, rå	"Beef, rumpsteak ""cap on"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0024	
0425	Oksekød, tykstegsfilet uden kappe, rå	"Beef, rumpsteak ""cap off"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0270 E0150 F0003 G0003 H0161 J0131 K0001 M0001 N0001 P0024 Z0023 Z0024	
0426	Oksekød, tyndsteg med mørbrad, rå	Beef, T-bone steak, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0026	
0427	Oksekød, tyndstegsfilet med fedtkant, rå	Beef, sirloin, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0026 Z0027	
0428	Oksekød, mørbrad, afpudset, rå	Beef, fillet, defatted, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0270 E0150 F0003 G0003 H0247 J0131 K0001 M0001 N0001 P0024 Z0217	
0429	Oksekød, højrebsfilet med kappe, rå	"Beef, striploin ""cap on"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0031	
0430	Oksekød, entrecote med kappe, rå	"Beef, entrecote ""cap on"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0027	
0431	Oksekød, højrebsfilet, afpudset, rå	"Beef, striploin ""cap off"", raw"	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0270 E0150 F0003 G0003 H0247 J0131 K0001 M0001 N0001 P0024 Z0031	
0432	Oksekød, tykkam, rå	Beef, chuck, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0021	
0433	Oksekød, mellemskært, råt	Beef, neck, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0021	
0434	Oksekød, tyndbov + mellembov, rå	Beef, shoulder, dorsal part, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0043	
0435	Oksekød, marvpibebov, rå	Beef, shoulder, ventral part	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0043	
0436	Oksekød, spidsbryst, råt	Beef, brisket, anterior part, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0020	
0437	Oksekød, tykbryst, råt	Beef, brisket, middle part, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0020	
0438	Oksekød, tyndbryst, råt	Beef, brisket, posterior part, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0269 E0150 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0020	
