FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
0141	Lammekød, kølle, uspec., rå	Lamb, leg, average values, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1669 C0266 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 Z0024	
0142	Lever, høne, rå	Liver, chicken (hen), raw	A0273 A0459 A0633 A0716 A0726 A0743 A0796 B1713 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0143	Lever, kylling, rå	Liver, broiler or fryer, raw	A0273 A0459 A0633 A0716 A0726 A0743 A0796 B1457 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0144	Lever, kalv, rå	Liver, calf, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0145	Lever, okse, rå	Liver, ox, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1201 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0146	Lever, svin, rå	Liver, pig, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0176 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0147	Linser, tørrede	Lentils, dried	A0152 A0455 A0629 A0705 A0731 A0757 A0831 B1268 C0155 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0148	Løg, rå	Onion, raw	A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1300 C0150 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0149	Majroe, rå	Turnip, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1238 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0150	Majskolbe, rå	Sweetcorn, on-the-cob, raw	A0125 A0457 A0631 A0683 A0696 A0729 A0826 B1232 C0242 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0151	Majs, kerner, konserves	Sweetcorn, kernels, canned	A0125 A0457 A0631 A0662 A0696 A0729 A0826 B1380 C0133 E0150 F0014 G0003 H0173 J0123 K0017 M0151 N0041 P0024	
0152	Majs, kerner, dybfrost	Sweetcorn, kernels, frozen	A0125 A0457 A0631 A0683 A0705 A0729 A0826 B1380 C0133 E0150 F0018 G0003 H0001 J0132 K0003 M0001 N0001 P0024	
0153	Majsolie	Corn oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1232 C0190 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0154	Sukker, stødt melis (saccharose)	Sugar, sucrose, white	A0118 A0462 A0636 A0662 A0697 A0733 A0836 B1370 C0157 E0143 F0001 G0003 H0003 H0138 J0145 K0003 M0120 N0039 P0024	
0155	Sojamel	Soya flour, full fat	A0149 A0457 A0631 A0683 A0696 A0729 A0813 B1452 C0132 E0106 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
0156	Sødmælk	Milk, whole, 3.5 % fat	A0148 A0452 A0626 A0719 A0724 A0740 A0780 B1201 C0235 E0123 F0018 G0003 H0306 J0131 J0135 K0003 M0001 N0001 P0024	
0157	A38, acidophilus tykmælk	Milk, acidophilus cultured	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 J0135 K0003 M0001 N0001 P0024	
0158	A38, acidophilus tykmælk, med citronsaft	Milk, acidophilus cultured, with lemon	A0148 A0452 A0626 A0721 A0724 A0740 A0783 B1201 C0235 E0130 F0018 G0003 H0107 H0362 J0135 K0003 M0001 N0001 P0024	
0159	Cacaomælk	Milk, with chocolate, partly skimmed, 1.5 % fat	A0148 A0452 A0626 A0721 A0724 A0770 A0781 B1201 C0235 E0130 F0018 G0003 H0136 H0231 H0247 J0135 K0003 M0001 N0001 P0024	
0160	Creme fraiche 18 %	Cream, cultured, 18 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0160 E0130 F0018 G0003 H0101 J0131 J0135 K0003 M0001 N0001 P0024	
0161	Creme fraiche 38 %	Cream, cultured, 38 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0154 E0119 F0018 G0003 H0101 J0131 J0135 K0003 M0001 N0001 P0024	
0162	Creme fraiche 50 %	Cream, cultured, 50 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0161 E0130 F0018 G0003 H0101 J0131 J0135 K0003 M0001 N0001 P0024	
0163	Fløde 9 %	Cream, 9 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0195 E0123 F0018 G0003 H0001 J0110 K0003 M0278 N0040 P0024	
0164	Fløde 18 %	Cream, 18 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0195 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024	
0165	Fløde 13 %	Cream, 13 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0195 E0130 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024	
0166	Fløde 38 %, piskefløde	Cream, whipping, 38 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0161 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024	
0167	Fløde 50 %	Cream, 50 % fat	A0148 A0452 A0626 A0721 A0724 A0774 A0782 B1201 C0161 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024	
0168	Kærnemælk	Milk, buttermilk, 0.3 % fat	A0148 A0452 A0626 A0719 A0724 A0740 A0783 B1201 C0216 E0130 F0018 G0003 H0101 J0131 J0135 K0003 M0001 N0001 P0024	
0169	Kærnemælk med citronsaft	Milk, buttermilk with lemon	A0148 A0452 A0626 A0719 A0724 A0740 A0783 B1201 C0216 E0130 F0018 G0003 H0101 H0136 H0362 J0135 K0003 M0001 N0001 P0024	
0170	Letmælk	Milk, partly skimmed, 1.5 % fat	A0148 A0452 A0626 A0719 A0724 A0740 A0780 B1201 C0235 E0130 F0018 G0003 H0247 J0131 J0135 K0003 M0001 N0001 P0024	
0171	Champignon, konserves	Mushroom, canned	A0152 A0455 A0629 A0662 A0705 A0731 A0827 B2937 C0144 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
0172	Majsmel	Corn flour	A0149 A0457 A0631 A0696 A0729 A0761 A0813 B1232 C0208 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0173	Majsstivelse	Corn starch	A0149 A0457 A0631 A0696 A0729 A0761 A0813 B1232 C0203 E0106 F0001 G0003 H0134 H0138 J0116 K0003 M0001 N0001 P0024	
0174	Makaroni, spaghetti, rå	Macaroni, spaghetti, raw	A0275 A0457 A0631 A0662 A0694 A0729 A0815 B1079 C0208 E0153 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0175	Makrel, rå	Mackerel, raw	A0267 A0460 A0634 A0727 A0747 A0802 B1790 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0176	Makrel, filet, naturel, konserves	Mackerel, filet, in natural juices, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1790 C0268 E0152 F0014 G0001 H0173 J0110 J0123 K0001 M0151 M0204 N0041 P0024	
0177	Makrel, røget	Mackerel, smoked	A0267 A0460 A0634 A0717 A0727 A0747 A0803 B1790 C0265 E0150 F0001 G0003 H0118 J0106 K0003 M0001 N0001 P0024	
0178	Makrel i tomat, konserves	Mackerel, in tomato sauce, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1790 C0268 E0152 F0014 G0003 H0173 J0100 J0110 J0123 K0037 M0151 M0204 N0041 P0024	
0179	Mandarin, rå	Tangerine, raw	A0143 A0455 A0629 A0668 A0707 A0732 A0833 B1429 C0137 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0180	Mandarin, konserves	Tangerine, canned	A0143 A0455 A0629 A0662 A0707 A0732 A0834 B1429 C0138 E0107 F0014 G0003 H0136 J0123 K0013 M0194 N0001 P0024	
0181	Mandel, rå	Almond, raw	A0260 A0455 A0629 A0649 A0703 A0730 A0823 B1272 C0135 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0182	Hvedegryn, mannagryn	Semolina	A0149 A0457 A0631 A0683 A0696 A0729 A0814 B1079 C0208 E0106 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0183	Margarine (min. 10 % linolsyre)	Margarine (min. 10 % linoleic acid)	A0231 A0453 A0627 A0663 A0701 A0728 A0807 B1017 C0190 E0119 F0001 G0003 H0174 H0225 J0001 K0003 M0001 N0001 P0024	
0184	Mayonnaise	Mayonnaise	A0292 A0467 A0627 A0663 A0722 A0735 A0859 B1017 C0190 E0135 F0014 G0003 H0173 H0178 H0186 J0100 K0003 M0001 N0001 P0024	
0185	Netmelon, rå	Muskmelon, raw	A0143 A0455 A0629 A0670 A0707 A0732 A0833 B2067 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0186	Vandmelon, rå	Watermelon, raw	A0143 A0455 A0629 A0670 A0707 A0732 A0833 B1391 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0187	Musling, rå	Mussel, raw	A0267 A0460 A0634 A0717 A0727 A0752 A0802 B1223 C0173 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0188	Musling, konserves	Mussels, in water, canned	A0267 A0460 A0634 A0667 A0717 A0727 A0803 B1223 C0173 E0150 F0014 G0001 H0173 J0123 K0017 M0194 N0001 P0024	
0189	Nyre, kalv, rå	Kidney, calf, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0196 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0190	Nyre, okse, rå	Kidney, ox, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1161 C0196 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0191	Nyre, svin, rå	Kidney, pig, raw	A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0196 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024	
0192	Hasselnød, tørret	Nut, hazel (UK), filbert (USA), dried	A0260 A0455 A0629 A0662 A0703 A0730 A0823 B1533 C0133 E0150 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
0193	Jordnød, tørret	Nut, pea, dried	A0260 A0467 A0629 A0703 A0730 A0760 A0823 B1337 C0155 E0150 F0014 G0005 G0026 H0138 H0233 J0116 K0003 M0001 N0001 P0024 P0078	
0194	Peanuts, (jordnød, ristet og saltet)	Nut, pea, oilroasted and salted	A0260 A0455 A0629 A0652 A0703 A0732 A0823 B1337 C0134 E0150 F0014 G0005 G0025 H0138 H0173 H0221 J0100 K0003 M0001 N0001 P0024	
0195	Jordnøddesmør	Peanut butter	A0260 A0453 A0627 A0663 A0722 A0730 A0824 B1337 C0132 E0119 F0001 G0003 H0221 J0001 K0003 M0001 N0001 P0024	
0196	Kokosnød, rå	Nut, coco, raw	A0260 A0455 A0629 A0685 A0703 A0732 A0823 B1536 C0134 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0197	Paranød	Brazil nuts	A0260 A0467 A0629 A0652 A0703 A0735 A0823 B1463 C0135 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024	
0198	Valnød	Walnuts	A0260 A0455 A0629 A0662 A0703 A0730 A0823 B1130 C0155 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0199	Oksekød, uspec., helt magert, råt	Beef, meat, lean (<5 % fat), raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0001 F0003 G0003 H0248 J0131 K0001 M0001 N0001 P0024 Z0018	
0200	Oksekød, uspec., fedt, råt	Beef, meat, approx. 25 % fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0001 F0003 G0003 H0003 J0131 K0001 M0001 N0001 P0024 Z0018	
0201	Oksekød, uspec., magert, råt	Beef, meat, 5-10 % fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0001 F0003 G0003 H0161 J0131 K0001 M0001 N0001 P0024 Z0018	
0202	Oksekød, uspec., middelfedt, råt	Beef, meat, approx. 15 % fat, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1161 C0268 E0001 F0003 G0003 H0161 J0131 K0001 M0001 N0001 P0024 Z0018	
0203	Oliven, grønne, marinerede, konserves	Olives, green, pickled, canned	A0143 A0455 A0629 A0663 A0707 A0732 A0827 B1169 C0167 E0150 F0018 G0003 H0173 H0190 J0100 K0029 M0001 N0001 P0024	
0204	Oliven, sorte, saltede, i olie	Olives, ripe, salted, oil-coated	A0143 A0455 A0629 A0663 A0707 A0732 A0827 B1170 C0167 E0150 F0018 G0003 H0173 H0221 J0100 K0021 M0001 N0001 P0024	
0205	Pastinak, rå	Parsnip, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1483 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0206	Peberfrugt, grøn, rå	Pepper, sweet, green, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2629 C0169 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0051	
0207	Peberfrugt, rød, rå	Pepper, sweet, red, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2630 C0139 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0208	Peberrod, rå	Horse-radish, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1146 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0209	Persille, rå	Parsley, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1550 C0144 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0210	Persillerod, rå	Parsley root, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2734 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0211	Pighvarre, rå	Turbot, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1240 C0268 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0212	Porre, rå	Leek, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1308 C0150 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0213	Purløg, rå	Chives, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1294 C0150 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0214	Pære, rå	Pear, raw	A0143 A0455 A0629 A0669 A0707 A0732 A0833 B1344 C0140 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0215	Pære, konserves	Pear, canned	A0143 A0455 A0629 A0662 A0707 A0732 A0834 B1344 C0229 E0133 F0014 G0001 H0136 J0123 K0012 M0194 N0001 P0024	
0216	Rabarber, rå	Rhubarb, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0833 B1364 C0101 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0217	Radise, rå	Radish, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1315 C0239 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0218	Reje, dybfrost	Shrimp, boiled, shell removed	A0267 A0460 A0634 A0717 A0727 A0771 A0803 B1237 C0173 E0150 F0001 G0003 H0001 J0132 K0003 M0001 N0001 P0024	
0219	Reje, konserves	Shrimp, canned	A0267 A0460 A0634 A0667 A0717 A0727 A0803 B1237 C0125 E0150 F0014 G0001 H0173 J0123 K0017 M0194 N0001 P0024	
0220	Ribs, rå	Currant, red, raw	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1055 C0167 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0221	Ris, brune, rå	Rice, brown, raw	A0125 A0457 A0631 A0662 A0696 A0729 A0814 B1322 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0222	Rismel	Rice flour	A0149 A0457 A0631 A0662 A0696 A0729 A0813 B1322 C0208 E0106 F0003 G0003 H0138 J0145 K0003 M0001 N0001 P0024	
0223	Ris, parboiled, rå	Rice, parboiled, raw	A0125 A0457 A0631 A0662 A0696 A0729 A0814 B1322 C0208 E0150 F0018 G0003 H0138 H0220 J0116 K0001 M0001 N0001 P0024	
0224	Ris, polerede, rå	Rice, polished, raw	A0125 A0457 A0631 A0662 A0696 A0729 A0814 B1322 C0208 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0225	Rosenkål, uspec., rå	Brussels sprouts, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1611 C0151 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
0226	Rosenkål, dybfrost	Brussels sprout, frozen	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1611 C0151 E0150 F0018 G0042 H0001 J0136 K0003 M0001 N0001 P0024	
0227	Rosin uden kerner	Raisin , seedless	A0143 A0455 A0629 A0707 A0732 A0756 A0834 B1329 C0137 E0131 F0018 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0228	Rugbrød, lyst (beriget mel)	Rye bread, light (nutrients added)	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 H0430 J0120 K0003 M0001 N0001 P0024 P0065	
0229	Rugbrød, mørkt (beriget mel)	Rye bread, dark (nutrients added)	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0133 E0147 F0014 G0005 H0148 H0256 H0367 J0120 K0003 M0001 N0001 P0024 P0065	
0230	Rugmel, groft, fuldkornsrugmel, beriget	Rye flour, dark, whole meal, enriched	A0149 A0457 A0631 A0696 A0729 A0761 A0813 B1313 C0208 E0117 F0003 G0003 H0138 J0145 K0003 M0001 N0001 P0024 P0065	
0231	Ræddike, rå	Radish, white, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2959 C0100 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0232	Rødbede, rå	Beet, red, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2940 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0233	Rødbede, konserves	Beet, red, canned	A0152 A0455 A0629 A0663 A0705 A0731 A0827 B2940 C0240 E0115 F0014 G0042 H0136 H0200 H0367 J0123 K0010 M0135 N0040 P0024	
0234	Rødkål, rå	Cabbage, red, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2072 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0235	Rødkål, konserves	Cabbage, red, canned	A0152 A0455 A0629 A0663 A0705 A0731 A0827 B2072 C0151 E0115 F0014 G0001 H0136 H0200 H0367 J0123 K0003 M0001 N0001 P0024	
0236	Rødspætte, rå	Plaice, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1861 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0237	Rødvin	Wine, red	A0299 A0465 A0639 A0662 A0712 A0734 A0849 B1329 C0140 E0123 F0003 G0003 H0232 J0100 J0104 K0003 M0278 N0040 P0024	
0238	Sagogryn (kartoffelstivelse)	Pearl-sago (potato starch)	A0152 A0455 A0629 A0662 A0722 A0731 A0813 B1218 C0203 E0106 F0003 G0001 H0138 J0116 K0003 M0001 N0001 P0024	
0239	Salat, hovedsalat, rå	Butterhead lettuce (US), cabbage lettuce (UK), raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B2084 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0240	Sardin, i olie, konserves	Sardine, in oil, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1558 C0265 E0131 F0014 G0003 H0173 H0263 J0110 J0123 K0026 M0151 N0041 P0024	
0241	Sardin, i tomat, konserves	Sardine, in tomato sauce, canned	A0267 A0460 A0634 A0666 A0717 A0727 A0803 B1558 C0265 E0131 F0014 G0003 H0173 H0350 J0123 K0037 M0151 N0041 P0024	
0242	Sigtebrød (beriget mel)	Bread, white (nutrients added)	A0178 A0458 A0632 A0662 A0695 A0729 A0818 B1313 C0208 E0147 F0014 G0005 H0148 H0256 H0319 H0367 J0120 K0003 M0001 N0001 P0024 P0065	
0243	Selleri, rod, rå	Celeriac, celery root, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1729 C0238 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0244	Sild, marineret	Herring, pickled, canned	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1414 C0267 E0152 F0003 G0003 H0151 H0158 H0173 H0190 H0200 J0100 K0010 M0132 N0001 P0024	
0245	Sild, røget	Herring, smoked	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1414 C0265 E0150 F0001 G0003 H0118 J0131 K0003 M0001 N0001 P0024	
0246	Sild, rå	Herring, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1414 C0265 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0247	Spegesild	Herring, salted, ripened	A0267 A0460 A0634 A0664 A0717 A0727 A0803 B1414 C0267 E0131 F0003 G0003 H0151 H0173 J0100 K0003 M0001 N0001 P0024	
0248	Skinke, konserves	Pork, ham, cured, canned	A0150 A0459 A0633 A0714 A0726 A0737 A0797 B1136 C0103 E0104 F0014 G0003 H0173 J0109 J0120 K0001 M0001 N0001 P0024	
0249	Skinke med fedtkant og svær, røget, rå	Pork, ham with fat and rind, smoked, raw	A0150 A0459 A0633 A0714 A0726 A0737 A0797 B1136 C0267 E0147 F0003 G0003 H0118 H0173 J0108 J0131 K0003 M0001 N0001 P0024 Z0024	
0250	Skinke med fedtkant og svær, røget, kogt (partyskinke)	Pork, ham with fat and rind, smoked, boiled (party ham)	A0150 A0459 A0633 A0714 A0726 A0737 A0797 B1136 C0267 E0147 F0014 G0016 H0118 H0173 J0108 J0131 J0135 K0003 M0003 N0003 P0024 Z0024	
0251	Skummetmælk	Milk, skimmed	A0148 A0452 A0626 A0719 A0724 A0740 A0780 B1201 C0235 E0130 F0018 G0003 H0248 J0131 J0135 K0003 M0001 N0001 P0024	
0252	Brie, 50+	Cheese, Brie, 50 % fidm.	A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0145 K0003 M0001 N0001 P0024	
0253	Camembert, 50+	Cheese, Camembert, 50 % fidm.	A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0003 H0253 H0327 H0330 J0104 J0145 K0003 M0001 N0001 P0024	
0254	Roquefort, 50+	Cheese, Roquefort, danish, 50 % fidm.	A0314 A0452 A0626 A0720 A0724 A0775 A0785 B2610 C0245 E0119 F0001 G0001 H0107 H0253 H0327 H0331 J0104 K0003 M0001 N0001 P0024	
0255	Ost, fast, 20+, alle typer	Cheese, firm, 20 % fidm., all varieties	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0003 H0101 H0253 H0327 J0104 K0003 M0001 N0001 P0024	
0256	Ost, fast, 30+, alle typer	Cheese, firm, 30 % fidm., all varieties	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0327 J0104 K0003 M0001 N0001 P0024	
0257	Ost, fast, 40+, alle typer	Cheese, firm, 40 % fidm., all varieties	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0327 J0104 K0003 M0001 N0001 P0024	
0258	Ost, fast, 45+, alle typer	Cheese, firm, 45 % fidm., all varieties	A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0101 H0253 H0327 J0104 K0003 M0001 N0001 P0024	
0259	Parmesan, 32+	Cheese, hard, Parmesan, 32 % fidm.	A0311 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0151 F0001 G0001 H0107 H0253 J0104 K0003 M0001 N0001 P0024	
0260	Hytteost, 20+	Cheese, cottage, 20 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0134 F0001 G0001 H0101 H0184 J0135 K0003 M0001 N0001 P0024	
0261	Kvark, 5+	Cheese, Quarg, 5 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0786 B1201 C0245 E0119 F0001 G0001 H0101 J0003 K0003 M0001 N0001 P0024	
0262	Myseost, 33+	Cheese, whey, Myseost, 33 % fidm.	A0115 A0452 A0626 A0720 A0724 A0775 A0784 B1134 C0244 E0151 F0022 G0001 H0107 H0138 J0104 K0003 M0001 N0001 P0024	
0263	Rygeost, 5+	Cheese, unripened, smoked, 5 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0001 H0101 H0118 H0247 J0104 K0003 M0001 N0001 P0024	
0264	Rygeost, 40+	Cheese, unripened, smoked, 40 % fidm.	A0185 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0119 F0001 G0001 H0101 H0118 J0104 K0003 M0001 N0001 P0024	
0265	Smelteost, 45+	Cheese, processed, 45 % fidm.	A0282 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0245 E0119 F0022 G0003 H0119 H0306 J0001 K0003 M0001 N0001 P0024	
0266	Salami	Sausage, salami	A0221 A0459 A0633 A0667 A0714 A0726 A0798 B1136 C0175 E0147 F0003 G0003 H0118 H0138 H0150 H0173 H0262 J0100 J0116 K0003 M0004 N0004 P0024	
0267	Salt, havsalt	Salt, sea salt	A0134 A0463 A0637 A0722 A0735 A0856 B1655 C0005 E0117 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
0268	Skrubbe, rå	Flounder, raw	A0267 A0460 A0634 A0717 A0727 A0747 A0802 B1856 C0125 E0150 F0003 G0003 H0001 J0131 K0003 M0001 N0001 P0024	
0269	Smør, saltet	Butter, salt added	A0164 A0452 A0626 A0721 A0724 A0776 A0809 B1201 C0179 E0144 F0014 G0003 H0173 J0001 K0003 M0001 N0001 P0024	
0270	Smør, usaltet	Butter, salt not added	A0164 A0452 A0626 A0721 A0724 A0776 A0809 B1201 C0179 E0144 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0271	Sojaolie	Soyabean oil, refined	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1452 C0190 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0272	Solbær, rå	Currant, black, raw	A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1192 C0167 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
0273	Solsikkeolie	Sunflower oil	A0129 A0453 A0627 A0700 A0728 A0764 A0806 B1547 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
0274	Spegepølse	Sausage, salami	A0221 A0459 A0633 A0667 A0714 A0726 A0798 B1136 C0175 E0147 F0003 G0003 H0118 H0138 H0173 H0262 J0100 J0116 K0003 M0001 N0001 P0024	
0275	Spidskål, rå	Cabbage, spring, raw	A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1406 C0151 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024	
